year,race,education_buckets,sex,age,assets,debt,networth
2013,Hispanic,All,All,35-44,42521.15,27454.26,15374.38
2013,Hispanic,All,All,45-54,97517.51,57533.14,30430.3
2013,Hispanic,All,All,55-64,113221.35,39534.13,24752.76
2013,Hispanic,All,All,65-74,88545.46,17823.3,25203.01
2013,Hispanic,All,All,<35,19119.14,18009.99,10322.8
2013,Hispanic,All,All,>=75,154292.91,25257.91,103228
2013,Hispanic,All,All,All,43234.96,27454.26,15154.75
2013,Hispanic,All,Female,35-44,12079.87,19843.94,2196.34
2013,Hispanic,All,Female,45-54,41951.2,16472.55,5490.85
2013,Hispanic,All,Female,55-64,8126.46,13178.04,6523.13
2013,Hispanic,All,Female,65-74,106083.24,274.54,96408.36
2013,Hispanic,All,Female,<35,13397.68,8565.73,6698.84
2013,Hispanic,All,Female,>=75,3063.89,,625.96
2013,Hispanic,All,Female,All,13254.91,13178.04,5490.85
2013,Hispanic,All,Male,35-44,57324.48,27454.26,20810.33
2013,Hispanic,All,Male,45-54,120798.72,63144.79,50515.83
2013,Hispanic,All,Male,55-64,131780.42,39753.76,64572.41
2013,Hispanic,All,Male,65-74,88545.46,36547.1,8983.03
2013,Hispanic,All,Male,<35,27651.93,22512.49,11695.51
2013,Hispanic,All,Male,>=75,234569.15,32945.11,140126.52
2013,Hispanic,All,Male,All,63254.6,35361.08,21853.59
2013,Hispanic,Bachelor's degree or higher,All,35-44,192728.87,150449.32,33713.83
2013,Hispanic,Bachelor's degree or higher,All,45-54,277507.61,124093.23,53371.07
2013,Hispanic,Bachelor's degree or higher,All,55-64,710516.12,107620.68,559627.53
2013,Hispanic,Bachelor's degree or higher,All,65-74,116548.8,,252.58
2013,Hispanic,Bachelor's degree or higher,All,<35,147923.53,99054.95,96089.89
2013,Hispanic,Bachelor's degree or higher,All,All,215241.36,125191.4,61387.71
2013,Hispanic,Bachelor's degree or higher,Female,35-44,101251.29,19843.94,72896.54
2013,Hispanic,Bachelor's degree or higher,Female,45-54,4063.23,16472.55,-6698.84
2013,Hispanic,Bachelor's degree or higher,Female,55-64,,,
2013,Hispanic,Bachelor's degree or higher,Female,<35,15736.78,27454.26,14935.11
2013,Hispanic,Bachelor's degree or higher,Female,All,70722.16,23281.21,24929.56
2013,Hispanic,Bachelor's degree or higher,Male,35-44,214143.19,150449.32,31517.48
2013,Hispanic,Bachelor's degree or higher,Male,45-54,402589.2,169118.21,151767.12
2013,Hispanic,Bachelor's degree or higher,Male,55-64,709417.95,256422.74,452995.21
2013,Hispanic,Bachelor's degree or higher,Male,65-74,116548.8,,252.58
2013,Hispanic,Bachelor's degree or higher,Male,<35,309464.36,110948.14,97242.97
2013,Hispanic,Bachelor's degree or higher,Male,All,294309.61,137271.28,96089.89
2013,Hispanic,High school diploma,All,35-44,42521.15,27454.26,18888.53
2013,Hispanic,High school diploma,All,45-54,92246.3,63627.98,28772.06
2013,Hispanic,High school diploma,All,55-64,184931.86,90258.61,77201.37
2013,Hispanic,High school diploma,All,65-74,85185.06,11420.97,75554.11
2013,Hispanic,High school diploma,All,<35,13617.31,8137.44,7050.25
2013,Hispanic,High school diploma,All,>=75,259168.17,,110662.61
2013,Hispanic,High school diploma,All,All,64242.96,20590.69,16988.69
2013,Hispanic,High school diploma,Female,35-44,16911.82,13397.68,4722.13
2013,Hispanic,High school diploma,Female,45-54,92246.3,83021.67,55457.6
2013,Hispanic,High school diploma,Female,55-64,,,
2013,Hispanic,High school diploma,Female,65-74,106083.24,,106083.24
2013,Hispanic,High school diploma,Female,<35,5051.58,318.47,1098.17
2013,Hispanic,High school diploma,Female,>=75,,,
2013,Hispanic,High school diploma,Female,All,14277.31,13178.04,4722.13
2013,Hispanic,High school diploma,Male,35-44,55457.6,27454.26,26268.23
2013,Hispanic,High school diploma,Male,45-54,109597.39,62980.06,28662.24
2013,Hispanic,High school diploma,Male,55-64,117449.3,45024.98,72424.32
2013,Hispanic,High school diploma,Male,65-74,85185.06,11420.97,75554.11
2013,Hispanic,High school diploma,Male,<35,18998.34,8785.36,8906.16
2013,Hispanic,High school diploma,Male,>=75,259277.98,,155500.9
2013,Hispanic,High school diploma,Male,All,75279.57,27454.26,24049.93
2013,Hispanic,No high school diploma,All,35-44,20810.33,23830.29,9554.08
2013,Hispanic,No high school diploma,All,45-54,56116.5,26356.08,30430.3
2013,Hispanic,No high school diploma,All,55-64,43234.96,26136.45,10708.26
2013,Hispanic,No high school diploma,All,65-74,53975.07,6589.02,7961.73
2013,Hispanic,No high school diploma,All,<35,15154.75,5490.85,10059.24
2013,Hispanic,No high school diploma,All,>=75,114099.88,32945.11,81154.78
2013,Hispanic,No high school diploma,All,All,22183.04,23061.57,10432.62
2013,Hispanic,No high school diploma,Female,35-44,12079.87,41730.47,0
2013,Hispanic,No high school diploma,Female,45-54,5490.85,109.82,5490.85
2013,Hispanic,No high school diploma,Female,55-64,3843.6,2196.34,197.67
2013,Hispanic,No high school diploma,Female,65-74,114429.33,,96660.94
2013,Hispanic,No high school diploma,Female,<35,9114.81,10981.7,3733.78
2013,Hispanic,No high school diploma,Female,>=75,9521.14,,9521.14
2013,Hispanic,No high school diploma,Female,All,9444.26,8455.91,2855.24
2013,Hispanic,No high school diploma,Male,35-44,21633.95,19053.25,10762.07
2013,Hispanic,No high school diploma,Male,45-54,90818.68,35141.45,33285.54
2013,Hispanic,No high school diploma,Male,55-64,65890.21,30419.31,17351.09
2013,Hispanic,No high school diploma,Male,65-74,7851.92,,-1755.97
2013,Hispanic,No high school diploma,Male,<35,15703.83,4502.5,11420.97
2013,Hispanic,No high school diploma,Male,>=75,122918.19,32945.11,89973.08
2013,Hispanic,No high school diploma,Male,All,28772.06,24159.74,13178.04
2013,Hispanic,Some college or Associate degree,All,35-44,52712.17,34153.09,16307.83
2013,Hispanic,Some college or Associate degree,All,45-54,172302.9,175707.23,42916.49
2013,Hispanic,Some college or Associate degree,All,55-64,158136.51,55787.05,98505.87
2013,Hispanic,Some college or Associate degree,All,65-74,8983.03,,8983.03
2013,Hispanic,Some college or Associate degree,All,<35,31737.12,22402.67,17142.44
2013,Hispanic,Some college or Associate degree,All,>=75,3349.42,8785.36,-5435.94
2013,Hispanic,Some college or Associate degree,All,All,42773.73,27014.99,18899.51
2013,Hispanic,Some college or Associate degree,Female,35-44,7797.01,7687.19,-1427.62
2013,Hispanic,Some college or Associate degree,Female,45-54,89171.42,95101.54,2415.97
2013,Hispanic,Some college or Associate degree,Female,55-64,19992.19,13178.04,19662.74
2013,Hispanic,Some college or Associate degree,Female,65-74,,,
2013,Hispanic,Some college or Associate degree,Female,<35,14715.48,8565.73,9906.59
2013,Hispanic,Some college or Associate degree,Female,>=75,,,
2013,Hispanic,Some college or Associate degree,Female,All,11530.79,8785.36,5985.03
2013,Hispanic,Some college or Associate degree,Male,35-44,64023.32,37337.79,21853.59
2013,Hispanic,Some college or Associate degree,Male,45-54,265647.37,197670.64,94717.18
2013,Hispanic,Some college or Associate degree,Male,55-64,746316.47,151547.49,188995.09
2013,Hispanic,Some college or Associate degree,Male,65-74,,,
2013,Hispanic,Some college or Associate degree,Male,<35,37310.33,28552.43,27234.62
2013,Hispanic,Some college or Associate degree,Male,>=75,,,
2013,Hispanic,Some college or Associate degree,Male,All,105149.8,37337.79,31737.12
2013,Other,All,All,35-44,103831.99,96638.98,40214.99
2013,Other,All,All,45-54,297604.12,63199.7,159344.5
2013,Other,All,All,55-64,224136.54,98835.32,86085.56
2013,Other,All,All,65-74,126783.75,21633.95,96034.98
2013,Other,All,All,<35,20645.6,29540.78,9323.47
2013,Other,All,All,>=75,68086.55,7028.29,68086.55
2013,Other,All,All,All,90818.68,47221.32,44981.05
2013,Other,All,Female,35-44,57434.3,54908.51,9894.51
2013,Other,All,Female,45-54,28772.06,14276.21,26905.17
2013,Other,All,Female,55-64,108960.45,106522.51,86085.56
2013,Other,All,Female,65-74,51921.49,1866.89,12519.14
2013,Other,All,Female,<35,8455.91,21853.59,1317.8
2013,Other,All,Female,>=75,49527.48,3623.96,30858.58
2013,Other,All,Female,All,32945.11,18668.89,11640.6
2013,Other,All,Male,35-44,132472.27,110970.1,97967.76
2013,Other,All,Male,45-54,375025.12,91148.13,234624.06
2013,Other,All,Male,55-64,231164.83,98835.32,70996.7
2013,Other,All,Male,65-74,302875.34,43926.81,188006.74
2013,Other,All,Male,<35,27058.91,30638.95,12738.77
2013,Other,All,Male,>=75,270698.95,39534.13,270698.95
2013,Other,All,Male,All,188006.74,72039.97,77574.74
2013,Other,Bachelor's degree or higher,All,35-44,607507.75,246649.03,288835.24
2013,Other,Bachelor's degree or higher,All,45-54,496372.93,154842,476935.32
2013,Other,Bachelor's degree or higher,All,55-64,718203.31,248406.1,466612.52
2013,Other,Bachelor's degree or higher,All,65-74,746645.92,128815.36,348119.95
2013,Other,Bachelor's degree or higher,All,<35,53273.33,79617.34,35031.63
2013,Other,Bachelor's degree or higher,All,>=75,247088.3,17570.72,229517.57
2013,Other,Bachelor's degree or higher,All,All,394792.19,153743.83,228419.4
2013,Other,Bachelor's degree or higher,Female,35-44,267537.32,96638.98,17570.72
2013,Other,Bachelor's degree or higher,Female,45-54,622135.38,114539.15,506498.06
2013,Other,Bachelor's degree or higher,Female,55-64,735664.22,195474.3,466612.52
2013,Other,Bachelor's degree or higher,Female,65-74,,,
2013,Other,Bachelor's degree or higher,Female,<35,32945.11,21853.59,26619.65
2013,Other,Bachelor's degree or higher,Female,>=75,51833.63,,51833.63
2013,Other,Bachelor's degree or higher,Female,All,103952.79,93344.47,32945.11
2013,Other,Bachelor's degree or higher,Male,35-44,983411.41,300898.63,570828.87
2013,Other,Bachelor's degree or higher,Male,45-54,496372.93,206126.55,465404.53
2013,Other,Bachelor's degree or higher,Male,55-64,535687.42,271906.94,313966.86
2013,Other,Bachelor's degree or higher,Male,65-74,746755.74,175707.23,728086.84
2013,Other,Bachelor's degree or higher,Male,<35,82362.77,103151.13,75663.93
2013,Other,Bachelor's degree or higher,Male,>=75,1945298.69,18668.89,1945298.69
2013,Other,Bachelor's degree or higher,Male,All,481218.18,197670.64,333624.11
2013,Other,High school diploma,All,35-44,69437.3,13221.97,26905.17
2013,Other,High school diploma,All,45-54,230945.19,58807.01,106961.78
2013,Other,High school diploma,All,55-64,49638.39,43926.81,36569.07
2013,Other,High school diploma,All,65-74,61519.49,13178.04,50230.3
2013,Other,High school diploma,All,<35,10915.81,10981.7,7544.43
2013,Other,High school diploma,All,>=75,88732.15,18668.89,88732.15
2013,Other,High school diploma,All,All,53700.52,18668.89,30858.58
2013,Other,High school diploma,Female,35-44,,,1317.8
2013,Other,High school diploma,Female,45-54,83680.57,9444.26,73160.1
2013,Other,High school diploma,Female,55-64,25356.75,6039.94,19316.81
2013,Other,High school diploma,Female,65-74,,,
2013,Other,High school diploma,Female,<35,6370.49,6479.2,1482.53
2013,Other,High school diploma,Female,>=75,63693.87,,63693.87
2013,Other,High school diploma,Female,All,49527.48,9444.26,19316.81
2013,Other,High school diploma,Male,35-44,90686.9,13221.97,46628.31
2013,Other,High school diploma,Male,45-54,343145.24,67262.92,190148.17
2013,Other,High school diploma,Male,55-64,138369.45,54480.22,46672.23
2013,Other,High school diploma,Male,65-74,38133.96,10191.02,31435.12
2013,Other,High school diploma,Male,<35,12947.43,13178.04,8873.22
2013,Other,High school diploma,Male,>=75,134306.22,,134306.22
2013,Other,High school diploma,Male,All,68108.52,29540.78,36569.07
2013,Other,No high school diploma,All,35-44,9894.51,98066.6,8455.91
2013,Other,No high school diploma,All,45-54,8675.54,2196.34,3074.88
2013,Other,No high school diploma,All,55-64,181199.18,2196.34,4283.96
2013,Other,No high school diploma,All,65-74,53953.1,19745.1,33605.11
2013,Other,No high school diploma,All,<35,9663.9,10992.68,8038.61
2013,Other,No high school diploma,All,>=75,1207.99,,32.95
2013,Other,No high school diploma,All,All,10652.25,9114.81,8038.61
2013,Other,No high school diploma,Female,35-44,87106.86,98066.6,0
2013,Other,No high school diploma,Female,45-54,3074.88,,1647.26
2013,Other,No high school diploma,Female,55-64,,,
2013,Other,No high school diploma,Female,65-74,53953.1,,8313.15
2013,Other,No high school diploma,Female,<35,,,0
2013,Other,No high school diploma,Female,>=75,1098.17,,-43.93
2013,Other,No high school diploma,Female,All,6512.15,9224.63,450.25
2013,Other,No high school diploma,Male,35-44,9444.26,,8455.91
2013,Other,No high school diploma,Male,45-54,66999.36,,66516.17
2013,Other,No high school diploma,Male,55-64,182955.16,2196.34,181199.18
2013,Other,No high school diploma,Male,65-74,,,
2013,Other,No high school diploma,Male,<35,10981.7,12354.41,9916.48
2013,Other,No high school diploma,Male,>=75,,,
2013,Other,No high school diploma,Male,All,12079.87,4612.31,10981.7
2013,Other,Some college or Associate degree,All,35-44,38106.51,25038.28,9883.53
2013,Other,Some college or Associate degree,All,45-54,164726.63,27673.89,56083.55
2013,Other,Some college or Associate degree,All,55-64,114407.37,68086.55,36898.52
2013,Other,Some college or Associate degree,All,65-74,67713.17,1866.89,46079.22
2013,Other,Some college or Associate degree,All,<35,14880.21,30748.77,1317.8
2013,Other,Some college or Associate degree,All,>=75,267404.44,1098.17,267404.44
2013,Other,Some college or Associate degree,All,All,45464.25,27673.89,20711.49
2013,Other,Some college or Associate degree,Female,35-44,16494.52,7193.01,3843.6
2013,Other,Some college or Associate degree,Female,45-54,52734.13,14386.03,26905.17
2013,Other,Some college or Associate degree,Female,55-64,90708.86,59301.19,19854.92
2013,Other,Some college or Associate degree,Female,65-74,14517.81,1757.07,14440.94
2013,Other,Some college or Associate degree,Female,<35,10278.87,31846.94,-878.54
2013,Other,Some college or Associate degree,Female,>=75,9005,1098.17,9005
2013,Other,Some college or Associate degree,Female,All,17351.09,14276.21,4063.23
2013,Other,Some college or Associate degree,Male,35-44,39753.76,29321.14,23940.11
2013,Other,Some college or Associate degree,Male,45-54,254391.13,39534.13,79145.13
2013,Other,Some college or Associate degree,Male,55-64,190290.93,68086.55,48099.85
2013,Other,Some college or Associate degree,Male,65-74,474958.61,,300349.55
2013,Other,Some college or Associate degree,Male,<35,18460.24,15923.47,4881.37
2013,Other,Some college or Associate degree,Male,>=75,270698.95,,270698.95
2013,Other,Some college or Associate degree,Male,All,99549.13,39534.13,28222.97
2013,White,All,All,35-44,255324.57,137820.36,103612.36
2013,White,All,All,45-54,308585.83,128738.49,173510.89
2013,White,All,All,55-64,383338.27,85657.28,286073.34
2013,White,All,All,65-74,403028.46,54908.51,358003.49
2013,White,All,All,<35,53810.34,59641.62,16582.37
2013,White,All,All,>=75,266745.54,27783.71,243134.88
2013,White,All,All,All,260266.34,90269.59,155830.35
2013,White,All,Female,35-44,68416,54908.51,15407.33
2013,White,All,Female,45-54,154402.73,103008.36,54073.9
2013,White,All,Female,55-64,157675.28,31846.94,89281.24
2013,White,All,Female,65-74,275530.9,37118.15,193838.02
2013,White,All,Female,<35,19217.98,24159.74,4502.5
2013,White,All,Female,>=75,214143.19,8016.64,191740.52
2013,White,All,Female,All,137523.85,32945.11,74818.34
2013,White,All,Male,35-44,292223.09,154842,136832.01
2013,White,All,Male,45-54,388862.07,133976.76,212715.57
2013,White,All,Male,55-64,481218.18,109817.02,353720.62
2013,White,All,Male,65-74,456289.72,62595.7,415986.87
2013,White,All,Male,<35,85218.01,78079.9,19668.23
2013,White,All,Male,>=75,324948.56,38435.96,276848.71
2013,White,All,Male,All,303973.51,108839.65,196847.01
2013,White,Bachelor's degree or higher,All,35-44,504169.94,219634.04,275152.03
2013,White,Bachelor's degree or higher,All,45-54,711614.29,206456,438389.54
2013,White,Bachelor's degree or higher,All,55-64,864369.76,149351.15,674605.95
2013,White,Bachelor's degree or higher,All,65-74,1134903.99,109158.12,1011963.84
2013,White,Bachelor's degree or higher,All,<35,114121.85,107620.68,35141.45
2013,White,Bachelor's degree or higher,All,>=75,671421.26,98835.32,655607.61
2013,White,Bachelor's degree or higher,All,All,576539.36,156379.44,399733.95
2013,White,Bachelor's degree or higher,Female,35-44,198780.89,113166.44,68306.19
2013,White,Bachelor's degree or higher,Female,45-54,368216.47,148252.98,167229.36
2013,White,Bachelor's degree or higher,Female,55-64,436248.11,60509.18,299690.65
2013,White,Bachelor's degree or higher,Female,65-74,749171.71,139577.43,635873.49
2013,White,Bachelor's degree or higher,Female,<35,35031.63,48539.12,15923.47
2013,White,Bachelor's degree or higher,Female,>=75,470565.93,10981.7,370961.89
2013,White,Bachelor's degree or higher,Female,All,279484.32,86755.45,156577.11
2013,White,Bachelor's degree or higher,Male,35-44,584226.55,238302.93,319688.33
2013,White,Bachelor's degree or higher,Male,45-54,802323.15,207554.17,505817.19
2013,White,Bachelor's degree or higher,Male,55-64,1068958.87,162529.19,894020.36
2013,White,Bachelor's degree or higher,Male,65-74,1358656.17,101361.11,1240163.61
2013,White,Bachelor's degree or higher,Male,<35,190894.93,139335.84,44420.98
2013,White,Bachelor's degree or higher,Male,>=75,717105.14,116845.31,717105.14
2013,White,Bachelor's degree or higher,Male,All,684939.74,174609.06,473311.36
2013,White,High school diploma,All,35-44,172841.01,95650.62,62266.25
2013,White,High school diploma,All,45-54,185480.95,92795.38,75016.01
2013,White,High school diploma,All,55-64,216888.61,48868.57,122445.98
2013,White,High school diploma,All,65-74,254446.04,32945.11,207894.6
2013,White,High school diploma,All,<35,40412.66,47770.4,16406.66
2013,White,High school diploma,All,>=75,232043.36,23940.11,213813.74
2013,White,High school diploma,All,All,186359.48,51614,99823.67
2013,White,High school diploma,Female,35-44,15154.75,74675.57,12903.5
2013,White,High school diploma,Female,45-54,138556.13,93564.1,59411.01
2013,White,High school diploma,Female,55-64,75773.74,29101.51,54590.04
2013,White,High school diploma,Female,65-74,198549.17,31846.94,132988.41
2013,White,High school diploma,Female,<35,7247.92,8236.28,3514.14
2013,White,High school diploma,Female,>=75,198439.36,5490.85,174718.88
2013,White,High school diploma,Female,All,128156.46,25807,75663.93
2013,White,High school diploma,Male,35-44,187347.84,103777.08,75279.57
2013,White,High school diploma,Male,45-54,193936.86,92246.3,87787.73
2013,White,High school diploma,Male,55-64,255983.47,65890.21,189818.72
2013,White,High school diploma,Male,65-74,292991.81,35141.45,231713.91
2013,White,High school diploma,Male,<35,66664.42,66988.38,18778.71
2013,White,High school diploma,Male,>=75,248735.55,30748.77,228419.4
2013,White,High school diploma,Male,All,204479.29,64792.04,111793.73
2013,White,No Data,All,45-54,,,
2013,White,No Data,All,All,,,
2013,White,No Data,Male,45-54,,,
2013,White,No Data,Male,All,,,
2013,White,No high school diploma,All,35-44,44146.44,31275.89,24599.01
2013,White,No high school diploma,All,45-54,30463.24,18668.89,15594.02
2013,White,No high school diploma,All,55-64,77146.46,54908.51,39259.58
2013,White,No high school diploma,All,65-74,110596.72,15374.38,95760.44
2013,White,No high school diploma,All,<35,15703.83,10981.7,5952.08
2013,White,No high school diploma,All,>=75,142981.76,43926.81,136722.19
2013,White,No high school diploma,All,All,92356.11,23061.57,53261.25
2013,White,No high school diploma,Female,35-44,4524.46,713.81,4404.76
2013,White,No high school diploma,Female,45-54,5600.67,7577.37,4052.25
2013,White,No high school diploma,Female,55-64,21447.26,32945.11,16802
2013,White,No high school diploma,Female,65-74,92411.02,14495.85,72369.42
2013,White,No high school diploma,Female,<35,5820.3,3294.51,4063.23
2013,White,No high school diploma,Female,>=75,125630.67,43926.81,88073.25
2013,White,No high school diploma,Female,All,54062.92,14495.85,28783.04
2013,White,No high school diploma,Male,35-44,90966.93,44475.89,25697.18
2013,White,No high school diploma,Male,45-54,46013.33,18668.89,40522.48
2013,White,No high school diploma,Male,55-64,164033.68,59081.56,92026.66
2013,White,No high school diploma,Male,65-74,215010.74,16472.55,145727.19
2013,White,No high school diploma,Male,<35,17351.09,15374.38,9663.9
2013,White,No high school diploma,Male,>=75,204424.38,34043.28,177354.49
2013,White,No high school diploma,Male,All,112563.54,30748.77,65319.16
2013,White,Some college or Associate degree,All,35-44,180978.45,108279.58,59191.37
2013,White,Some college or Associate degree,All,45-54,299053.71,122995.06,179550.83
2013,White,Some college or Associate degree,All,55-64,314142.57,58312.84,239730.55
2013,White,Some college or Associate degree,All,65-74,333624.11,60399.36,253018.41
2013,White,Some college or Associate degree,All,<35,34592.36,41730.47,11486.86
2013,White,Some college or Associate degree,All,>=75,292223.09,21524.14,266086.64
2013,White,Some college or Associate degree,All,All,221500.93,73577.4,104326.17
2013,White,Some college or Associate degree,Female,35-44,29738.45,32945.11,12200.67
2013,White,Some college or Associate degree,Female,45-54,65692.54,52492.54,34757.09
2013,White,Some college or Associate degree,Female,55-64,131055.63,17570.72,58005.35
2013,White,Some college or Associate degree,Female,65-74,299800.46,29650.6,179990.1
2013,White,Some college or Associate degree,Female,<35,14495.85,19217.98,2745.43
2013,White,Some college or Associate degree,Female,>=75,216504.26,9005,214143.19
2013,White,Some college or Associate degree,Female,All,110915.19,21963.4,46232.97
2013,White,Some college or Associate degree,Male,35-44,244672.32,121457.62,72007.02
2013,White,Some college or Associate degree,Male,45-54,403357.91,132933.5,239961.17
2013,White,Some college or Associate degree,Male,55-64,398965.23,87853.62,297055.04
2013,White,Some college or Associate degree,Male,65-74,371708.65,71381.06,309354.55
2013,White,Some college or Associate degree,Male,<35,58697.2,53480.89,15044.93
2013,White,Some college or Associate degree,Male,>=75,411264.74,73577.4,276848.71
2013,White,Some college or Associate degree,Male,All,256971.83,95870.26,135602.06
2016,All,All,All,35-44,169193.1,99656.74,63495.27
2016,All,All,All,45-54,255076.58,95721.52,131925.52
2016,All,All,All,55-64,305686.67,73386.5,199207.12
2016,All,All,All,65-74,310392.98,44244.61,238240.23
2016,All,All,All,<35,33662.07,41479.32,11699.3
2016,All,All,All,>=75,323464.28,22228.66,281580.8
2016,All,All,All,All,201546.98,63814.35,103474.96
2016,All,All,Female,35-44,44670.04,41053.9,13848.78
2016,All,All,Female,45-54,106474.24,36374.18,48179.83
2016,All,All,Female,55-64,102219.95,33502.53,48094.75
2016,All,All,Female,65-74,163683.8,20580.13,105719.1
2016,All,All,Female,<35,11912.01,22335.02,1435.82
2016,All,All,Female,>=75,236113.08,10635.72,211906.17
2016,All,All,Female,All,86255.72,27333.81,39405.36
2016,All,All,Male,35-44,229518.93,117524.75,93062.59
2016,All,All,Male,45-54,300033.78,114972.18,174362.06
2016,All,All,Male,55-64,413963.66,89595.34,299969.97
2016,All,All,Male,65-74,367997.13,56582.05,312158.51
2016,All,All,Male,<35,56379.97,53497.69,18825.23
2016,All,All,Male,>=75,407348.24,37225.04,359593.84
2016,All,All,Male,All,254193.81,83330.9,138051.7
2016,All,Bachelor's degree or higher,All,35-44,385545.01,186976.03,190985.7
2016,All,Bachelor's degree or higher,All,45-54,614638.51,191815.29,393521.8
2016,All,Bachelor's degree or higher,All,55-64,874043.83,128532.73,696959.02
2016,All,Bachelor's degree or higher,All,65-74,846614.29,82958.65,761624.22
2016,All,Bachelor's degree or higher,All,<35,109250.16,88595.58,32949.47
2016,All,Bachelor's degree or higher,All,>=75,1042992.31,38628.95,1006139.52
2016,All,Bachelor's degree or higher,All,All,458399.72,129755.84,310680.14
2016,All,Bachelor's degree or higher,Female,35-44,133797.41,127628.69,59666.41
2016,All,Bachelor's degree or higher,Female,45-54,321198.87,117524.75,170809.73
2016,All,Bachelor's degree or higher,Female,55-64,320454.37,93732.64,231263.19
2016,All,Bachelor's degree or higher,Female,65-74,380295.75,67005.06,310722.69
2016,All,Bachelor's degree or higher,Female,<35,29460.96,57911.52,3190.72
2016,All,Bachelor's degree or higher,Female,>=75,521150.49,11699.3,521150.49
2016,All,Bachelor's degree or higher,Female,All,233528.6,74609.61,119003.12
2016,All,Bachelor's degree or higher,Male,35-44,474353.31,219627.71,260681.6
2016,All,Bachelor's degree or higher,Male,45-54,744394.35,202078.76,540401.15
2016,All,Bachelor's degree or higher,Male,55-64,1171525.04,141561.49,1036664.05
2016,All,Bachelor's degree or higher,Male,65-74,1088779.1,91467.23,983804.5
2016,All,Bachelor's degree or higher,Male,<35,164194.31,107431.45,55624.84
2016,All,Bachelor's degree or higher,Male,>=75,1309257.67,65941.49,1301812.66
2016,All,Bachelor's degree or higher,Male,All,597663.89,151027.29,414474.18
2016,All,High school diploma,All,35-44,111036.96,56475.7,39267.09
2016,All,High school diploma,All,45-54,169214.37,70727.57,84288.12
2016,All,High school diploma,All,55-64,159110.44,35097.89,99869.45
2016,All,High school diploma,All,65-74,217628.19,31375.39,152090.86
2016,All,High school diploma,All,<35,24568.52,28716.46,10928.21
2016,All,High school diploma,All,>=75,236325.79,21335.26,212076.34
2016,All,High school diploma,All,All,133691.05,38182.25,71259.35
2016,All,High school diploma,Female,35-44,14294.41,19559.1,5849.65
2016,All,High school diploma,Female,45-54,25972.44,15953.59,19358.08
2016,All,High school diploma,Female,55-64,18506.16,17761.66,12337.44
2016,All,High school diploma,Female,65-74,104878.88,14890.01,76768.66
2016,All,High school diploma,Female,<35,6062.36,8508.58,3828.86
2016,All,High school diploma,Female,>=75,206333.05,6381.43,180913.67
2016,All,High school diploma,Female,All,65888.31,11922.65,27971.95
2016,All,High school diploma,Male,35-44,136456.34,68068.64,57007.48
2016,All,High school diploma,Male,45-54,213033.56,82958.65,97848.66
2016,All,High school diploma,Male,55-64,224413.78,46797.19,152165.31
2016,All,High school diploma,Male,65-74,281006.47,51051.48,218255.7
2016,All,High school diploma,Male,<35,33289.82,35097.89,13209.57
2016,All,High school diploma,Male,>=75,269615.61,26589.31,262181.24
2016,All,High school diploma,Male,All,173468.66,51795.98,90297.3
2016,All,No high school diploma,All,35-44,25270.48,14145.51,16485.37
2016,All,No high school diploma,All,45-54,60091.84,20420.59,22335.02
2016,All,No high school diploma,All,55-64,45946.33,31907.17,24568.52
2016,All,No high school diploma,All,65-74,84022.22,13507.37,59560.06
2016,All,No high school diploma,All,<35,10922.89,13081.94,6594.15
2016,All,No high school diploma,All,>=75,112759.95,14890.01,103485.6
2016,All,No high school diploma,All,All,42755.61,17017.16,24270.72
2016,All,No high school diploma,Female,35-44,5328.5,8827.65,1595.36
2016,All,No high school diploma,Female,45-54,13315.93,8519.22,6977.04
2016,All,No high school diploma,Female,55-64,7446.07,8806.38,840.22
2016,All,No high school diploma,Female,65-74,16804.44,8083.15,2137.78
2016,All,No high school diploma,Female,<35,3509.79,2658.93,2871.65
2016,All,No high school diploma,Female,>=75,109218.25,8508.58,79236.15
2016,All,No high school diploma,Female,All,17017.16,7817.26,6280.4
2016,All,No high school diploma,Male,35-44,33513.17,18229.63,20314.23
2016,All,No high school diploma,Male,45-54,81193.12,48924.33,25993.71
2016,All,No high school diploma,Male,55-64,122895.79,53178.62,53997.57
2016,All,No high school diploma,Male,65-74,148368.35,14890.01,93594.37
2016,All,No high school diploma,Male,<35,13508.43,19037.95,9540.24
2016,All,No high school diploma,Male,>=75,117737.47,36161.46,110611.53
2016,All,No high school diploma,Male,All,74418.16,29780.03,35310.6
2016,All,Some college or Associate degree,All,35-44,138158.06,63814.35,42606.71
2016,All,Some college or Associate degree,All,45-54,191911.01,75481.74,98646.34
2016,All,Some college or Associate degree,All,55-64,287643.16,80725.15,188114.06
2016,All,Some college or Associate degree,All,65-74,219202.28,31694.46,160758.97
2016,All,Some college or Associate degree,All,<35,25376.84,27386.99,7657.72
2016,All,Some college or Associate degree,All,>=75,369059.63,18080.73,286739.13
2016,All,Some college or Associate degree,All,All,151878.14,46265.4,70238.32
2016,All,Some college or Associate degree,Female,35-44,34076.86,27652.88,13837.08
2016,All,Some college or Associate degree,Female,45-54,88308.42,25525.74,43851.09
2016,All,Some college or Associate degree,Female,55-64,132850.83,36267.82,53689.14
2016,All,Some college or Associate degree,Female,65-74,147677.03,14890.01,97657.22
2016,All,Some college or Associate degree,Female,<35,10508.1,19814.35,542.42
